Date,Ex Rate (sight bill),Thai Hom Mali Rice Grade B,White Rice 5%,White Broken Rice A.1 Super,White Glutinous Rice 10%,Parboiled Rice 100%
2016-04-27,34.92,722.0,399.0,352.0,874.0,410.0
2016-05-11,34.94,721.0,424.0,359.0,902.0,439.0
2016-05-18,35.32,743.0,434.0,355.0,892.0,448.0
2016-05-25,35.47,754.0,441.0,352.0,888.0,446.0
2016-06-01,35.47,768.0,441.0,352.0,860.0,446.0
2016-06-08,34.98,779.0,441.0,358.0,872.0,453.0
2016-06-15,35.1,776.0,440.0,357.0,869.0,451.0
2016-06-22,35.0,764.0,441.0,358.0,856.0,468.0
2016-06-29,35.0,764.0,441.0,361.0,856.0,482.0
2016-07-06,34.99,764.0,441.0,361.0,857.0,496.0
2016-07-13,34.95,751.0,441.0,361.0,873.0,497.0
2016-07-20,34.8,754.0,443.0,363.0,877.0,493.0
2016-08-03,34.54,745.0,447.0,366.0,853.0,474.0
2016-08-10,34.55,715.0,432.0,371.0,853.0,444.0
2016-08-17,34.37,719.0,420.0,373.0,857.0,431.0
2016-08-24,34.39,718.0,388.0,358.0,857.0,402.0
2016-08-31,34.35,719.0,388.0,359.0,873.0,403.0
2016-09-07,34.33,719.0,388.0,359.0,874.0,403.0
2016-09-14,34.68,712.0,384.0,355.0,865.0,393.0
2016-09-21,34.53,701.0,386.0,357.0,869.0,395.0
2016-09-28,34.35,704.0,379.0,359.0,873.0,388.0
2016-10-05,34.51,701.0,372.0,357.0,854.0,386.0
2016-10-12,35.24,686.0,364.0,343.0,808.0,378.0
2016-10-19,34.67,668.0,370.0,349.0,821.0,384.0
2016-10-26,34.74,667.0,369.0,348.0,819.0,384.0
2016-11-16,35.15,659.0,356.0,333.0,796.0,365.0
2016-11-23,35.23,658.0,364.0,332.0,808.0,364.0
2016-11-30,35.37,655.0,374.0,331.0,777.0,380.0
2016-12-07,35.4,669.0,374.0,330.0,776.0,379.0
2016-12-14,35.3,671.0,375.0,334.0,778.0,380.0
2016-12-21,35.77,662.0,370.0,330.0,768.0,387.0
2017-01-11,35.33,642.0,377.0,334.0,778.0,391.0
2017-01-18,35.04,647.0,380.0,337.0,784.0,392.0
2017-01-25,34.98,648.0,375.0,337.0,785.0,387.0
2017-02-03,34.98,651.0,377.0,339.0,760.0,389.0
2017-02-08,34.78,652.0,360.0,339.0,761.0,380.0
2017-02-15,34.77,652.0,363.0,339.0,761.0,372.0
2017-02-22,34.75,652.0,369.0,339.0,732.0,378.0
2017-03-01,34.72,638.0,369.0,340.0,733.0,378.0
2017-03-08,34.72,635.0,368.0,338.0,701.0,377.0
2017-03-15,35.02,632.0,366.0,337.0,698.0,372.0
2017-03-22,34.43,644.0,373.0,343.0,710.0,373.0
2017-03-29,34.27,647.0,374.0,344.0,713.0,374.0
2017-04-05,34.26,647.0,374.0,344.0,713.0,374.0
2017-04-12,34.27,647.0,374.0,330.0,713.0,380.0
2017-04-19,34.05,651.0,383.0,332.0,717.0,388.0
2017-04-26,34.16,663.0,387.0,322.0,715.0,393.0
2017-05-03,34.17,663.0,393.0,322.0,715.0,405.0
2017-05-17,34.21,662.0,419.0,321.0,714.0,425.0
2017-05-24,34.18,693.0,434.0,322.0,700.0,440.0
2017-05-30,33.85,715.0,438.0,331.0,707.0,453.0
2017-06-07,33.72,763.0,455.0,341.0,710.0,464.0
2017-06-14,33.64,765.0,462.0,342.0,711.0,480.0
2017-06-21,33.77,792.0,461.0,334.0,709.0,484.0
2017-06-28,33.74,793.0,455.0,335.0,709.0,476.0
2017-07-05,33.75,793.0,439.0,335.0,709.0,461.0
2017-07-12,33.75,793.0,410.0,335.0,694.0,430.0
2017-07-19,33.37,832.0,408.0,338.0,702.0,420.0
2017-07-26,33.23,835.0,410.0,340.0,705.0,422.0
2017-08-02,33.04,840.0,397.0,342.0,709.0,409.0
2017-08-09,33.02,871.0,397.0,342.0,709.0,410.0
2017-08-16,33.04,902.0,391.0,336.0,679.0,403.0
2017-08-23,32.98,997.0,392.0,336.0,695.0,404.0
2017-08-30,32.93,1029.0,386.0,337.0,711.0,398.0
2017-09-06,32.89,1046.0,390.0,337.0,742.0,411.0
2017-09-13,32.84,1048.0,400.0,338.0,713.0,412.0
2017-09-20,32.82,1032.0,415.0,338.0,698.0,436.0
2017-09-27,33.01,996.0,404.0,333.0,664.0,419.0
2017-10-04,33.08,963.0,397.0,326.0,647.0,418.0
2017-10-11,32.95,951.0,392.0,327.0,649.0,419.0
2017-10-18,32.82,955.0,394.0,329.0,621.0,421.0
2017-10-25,32.93,952.0,392.0,328.0,619.0,420.0
2017-11-09,32.85,969.0,393.0,328.0,651.0,421.0
2017-11-15,32.75,971.0,394.0,329.0,652.0,409.0
2017-11-22,32.5,979.0,410.0,332.0,659.0,425.0
2017-11-29,32.34,1016.0,412.0,334.0,662.0,427.0
2017-12-06,32.33,1016.0,412.0,340.0,662.0,427.0
2017-12-13,32.34,1016.0,406.0,340.0,662.0,424.0
2017-12-20,32.47,1012.0,404.0,338.0,660.0,423.0
2017-12-27,32.57,1009.0,403.0,337.0,673.0,421.0
2018-01-10,31.99,1043.0,416.0,347.0,685.0,432.0
2018-01-17,31.71,1053.0,436.0,350.0,723.0,451.0
2018-01-24,31.45,1110.0,456.0,360.0,761.0,463.0
2018-01-31,31.45,1137.0,461.0,363.0,769.0,461.0
2018-02-07,31.2,1135.0,443.0,363.0,767.0,449.0
2018-02-14,31.12,1138.0,428.0,364.0,769.0,441.0
2018-02-21,31.27,1132.0,413.0,362.0,749.0,426.0
2018-02-28,31.2,1135.0,414.0,369.0,734.0,420.0
2018-03-07,31.08,1139.0,428.0,374.0,705.0,428.0
2018-03-14,30.95,1144.0,424.0,375.0,692.0,430.0
2018-03-21,30.95,1144.0,430.0,382.0,675.0,430.0
2018-03-28,30.95,1144.0,437.0,382.0,675.0,437.0
2018-04-04,30.97,1143.0,446.0,381.0,675.0,446.0
2018-04-11,30.94,1144.0,446.0,382.0,676.0,446.0
2018-04-18,30.96,1143.0,453.0,382.0,675.0,453.0
2018-04-25,31.25,1150.0,459.0,394.0,685.0,448.0
2018-05-02,31.47,1158.0,456.0,391.0,696.0,445.0
2018-05-09,31.82,1161.0,450.0,387.0,704.0,437.0
2018-05-16,31.86,1191.0,449.0,387.0,719.0,437.0
2018-05-23,31.81,1225.0,450.0,387.0,720.0,438.0
2018-05-30,31.89,1238.0,449.0,386.0,719.0,436.0
2018-06-06,31.67,1263.0,446.0,383.0,708.0,439.0
2018-06-13,31.85,1240.0,437.0,380.0,704.0,434.0
2018-06-20,32.45,1185.0,414.0,373.0,675.0,420.0
2018-06-27,32.74,1143.0,410.0,370.0,669.0,410.0
2018-07-04,32.87,1124.0,402.0,366.0,667.0,399.0
2018-07-11,32.99,1120.0,398.0,364.0,664.0,398.0
2018-07-18,33.08,1117.0,397.0,363.0,663.0,397.0
2018-07-25,33.13,1115.0,396.0,357.0,662.0,396.0
2018-08-01,32.92,1122.0,399.0,359.0,666.0,399.0
2018-08-08,32.97,1120.0,404.0,342.0,665.0,404.0
2018-08-15,33.1,1116.0,402.0,344.0,677.0,402.0
2018-08-22,32.45,1138.0,410.0,351.0,691.0,410.0
2018-08-29,32.43,1139.0,411.0,351.0,691.0,411.0
2018-09-05,32.52,1136.0,403.0,350.0,705.0,407.0
2018-09-12,32.53,1135.0,403.0,350.0,705.0,406.0
2018-09-19,32.33,1142.0,406.0,352.0,709.0,409.0
2018-09-26,32.17,1117.0,408.0,355.0,712.0,411.0
2018-10-03,32.11,1119.0,409.0,356.0,714.0,412.0
2018-10-17,32.27,1113.0,413.0,360.0,710.0,410.0
2018-10-24,32.53,1105.0,409.0,357.0,720.0,406.0
2018-10-31,33.02,1119.0,403.0,351.0,709.0,400.0
2018-11-07,32.65,1116.0,402.0,356.0,717.0,405.0
2018-11-14,32.64,1116.0,402.0,356.0,717.0,405.0
2018-11-21,32.75,1113.0,401.0,355.0,715.0,404.0
2018-11-28,32.78,1112.0,400.0,361.0,714.0,403.0
2018-12-06,32.55,1119.0,403.0,363.0,719.0,406.0
2018-12-12,32.49,1121.0,404.0,364.0,721.0,407.0
2018-12-19,32.45,1123.0,404.0,364.0,752.0,404.0
2018-12-26,32.33,1127.0,403.0,369.0,755.0,406.0
2019-01-09,31.77,1146.0,410.0,375.0,801.0,413.0
2019-01-16,31.6,1153.0,409.0,377.0,837.0,415.0
2019-01-23,31.48,1158.0,410.0,379.0,840.0,420.0
2019-01-30,31.25,1166.0,410.0,381.0,846.0,420.0
2019-02-13,30.99,1175.0,410.0,378.0,853.0,417.0
2019-02-20,30.87,1180.0,412.0,379.0,856.0,418.0
2019-02-27,31.12,1171.0,402.0,373.0,850.0,412.0
2019-03-06,31.57,1154.0,400.0,371.0,838.0,406.0
2019-03-13,31.38,1144.0,405.0,373.0,843.0,408.0
2019-03-20,31.44,1142.0,408.0,376.0,857.0,414.0
2019-03-27,31.46,1141.0,411.0,376.0,873.0,417.0
2019-04-03,31.48,1141.0,417.0,375.0,904.0,423.0
2019-04-10,31.54,1139.0,416.0,375.0,903.0,416.0
2019-04-24,31.77,1130.0,407.0,372.0,928.0,413.0
2019-04-30,31.67,1134.0,408.0,373.0,979.0,414.0
2019-05-08,31.57,1137.0,409.0,374.0,998.0,415.0
2019-05-15,31.3,1148.0,413.0,377.0,1006.0,419.0
2019-05-22,31.75,1131.0,407.0,372.0,992.0,413.0
2019-06-05,31.15,1153.0,415.0,379.0,1011.0,421.0
2019-06-12,30.99,1142.0,417.0,381.0,1016.0,423.0
2019-06-19,30.89,1126.0,420.0,381.0,1017.0,427.0
2019-06-26,30.57,1125.0,426.0,386.0,1030.0,429.0
2019-07-03,30.31,1134.0,419.0,390.0,1039.0,426.0
2019-07-10,30.6,1107.0,412.0,386.0,1029.0,419.0
2019-07-17,30.63,1106.0,412.0,386.0,1062.0,418.0
2019-07-24,30.63,1139.0,415.0,386.0,1127.0,422.0
2019-07-31,30.53,1160.0,420.0,387.0,1264.0,423.0
2019-08-07,30.49,1178.0,430.0,387.0,1365.0,430.0
2019-08-14,30.53,1193.0,429.0,387.0,1429.0,439.0
2019-08-21,30.55,1209.0,429.0,387.0,1527.0,439.0
2019-08-28,30.42,1247.0,431.0,398.0,1533.0,438.0
2019-09-04,30.34,1252.0,432.0,399.0,1537.0,439.0
2019-09-11,30.36,1251.0,425.0,399.0,1471.0,432.0
2019-09-18,30.28,1254.0,426.0,400.0,1374.0,433.0
2019-09-25,30.35,1234.0,425.0,399.0,1304.0,429.0
2019-10-02,30.4,1215.0,425.0,398.0,1335.0,425.0
2019-10-09,30.12,1226.0,425.0,402.0,1448.0,429.0
2019-10-16,30.15,1226.0,422.0,395.0,1447.0,422.0
2019-10-24,30.02,1214.0,423.0,397.0,1386.0,420.0
2019-10-30,29.95,1216.0,424.0,398.0,1322.0,421.0
2019-11-06,30.0,1215.0,420.0,394.0,1286.0,420.0
2019-11-13,30.08,1126.0,419.0,393.0,1283.0,416.0
2019-11-19,29.94,1098.0,421.0,394.0,1221.0,418.0
2019-11-27,29.96,1097.0,424.0,394.0,1253.0,418.0
2019-12-11,30.04,1093.0,423.0,393.0,1217.0,416.0
2019-12-18,29.97,1097.0,427.0,394.0,1220.0,431.0
2019-12-25,29.9,1099.0,445.0,395.0,1222.0,448.0
2020-01-08,30.02,1094.0,443.0,400.0,1285.0,443.0
2020-01-14,30.0,1095.0,450.0,404.0,1319.0,450.0
2020-01-22,30.16,1089.0,459.0,408.0,1380.0,459.0
2020-01-29,30.65,1072.0,451.0,402.0,1357.0,451.0
2020-02-07,30.95,1062.0,446.0,414.0,1312.0,446.0
2020-02-12,30.9,1064.0,447.0,415.0,1281.0,447.0
2020-02-19,30.96,1062.0,453.0,414.0,1213.0,453.0
2020-02-26,31.56,1041.0,455.0,412.0,1158.0,455.0
2020-03-04,31.09,1057.0,471.0,419.0,1111.0,471.0
2020-03-11,31.26,1035.0,491.0,426.0,1073.0,491.0
2020-03-18,32.04,1025.0,510.0,416.0,1078.0,526.0
2020-03-25,32.6,1024.0,502.0,424.0,1106.0,517.0
2020-04-01,32.57,1072.0,564.0,440.0,1107.0,564.0
2020-04-08,32.6,1133.0,579.0,439.0,1106.0,579.0
2020-04-15,32.33,1142.0,569.0,443.0,1115.0,569.0
2020-04-22,32.27,1113.0,553.0,444.0,1117.0,553.0
2020-04-29,32.16,1117.0,556.0,445.0,1121.0,556.0
2020-05-07,32.19,1100.0,539.0,445.0,1120.0,539.0
2020-05-14,31.82,1081.0,498.0,434.0,1117.0,530.0
2020-05-20,31.62,1104.0,501.0,437.0,1124.0,517.0
2020-05-27,31.62,1104.0,501.0,437.0,1124.0,527.0
2020-06-04,31.35,1097.0,505.0,441.0,1133.0,531.0
2020-06-10,30.91,1113.0,529.0,431.0,1149.0,538.0
2020-06-17,30.93,1095.0,528.0,430.0,1149.0,538.0
2020-06-24,30.61,1073.0,518.0,435.0,1144.0,544.0
2020-07-01,30.7,1054.0,510.0,427.0,1125.0,532.0
2020-07-08,31.04,1010.0,478.0,422.0,1112.0,510.0
2020-07-15,31.26,1003.0,459.0,420.0,1105.0,475.0
2020-07-22,31.33,1000.0,474.0,419.0,1102.0,483.0
2020-08-05,30.74,1019.0,483.0,427.0,1123.0,493.0
2020-08-13,30.79,1018.0,498.0,426.0,1138.0,508.0
2020-08-19,30.94,979.0,512.0,424.0,1148.0,512.0
2020-08-26,31.13,974.0,525.0,421.0,1141.0,532.0
2020-09-02,30.94,963.0,519.0,424.0,1148.0,528.0
2020-09-09,31.13,940.0,515.0,428.0,1141.0,525.0
2020-09-16,30.91,931.0,513.0,431.0,1117.0,513.0
2020-09-23,31.21,922.0,492.0,427.0,1009.0,508.0
2020-09-30,31.42,900.0,495.0,424.0,938.0,504.0
2020-10-07,31.12,909.0,493.0,428.0,850.0,500.0
2020-10-14,30.94,914.0,464.0,430.0,758.0,477.0
2020-10-21,30.99,912.0,463.0,436.0,723.0,469.0
2020-10-28,30.88,916.0,465.0,438.0,726.0,477.0
2020-11-04,30.83,917.0,472.0,438.0,727.0,478.0
2020-11-11,30.01,891.0,485.0,450.0,746.0,495.0
2020-11-18,29.94,876.0,496.0,451.0,783.0,496.0
2020-11-25,30.09,888.0,503.0,449.0,762.0,503.0
2020-12-02,29.97,893.0,512.0,451.0,815.0,512.0
2020-12-09,29.76,899.0,515.0,465.0,821.0,515.0
2020-12-16,29.78,898.0,525.0,475.0,820.0,525.0
2020-12-23,29.96,893.0,529.0,472.0,815.0,529.0
2021-01-13,29.74,899.0,543.0,475.0,805.0,543.0
2021-01-20,29.72,900.0,543.0,469.0,805.0,543.0
2021-01-27,29.71,900.0,550.0,469.0,805.0,550.0
2021-02-03,29.72,900.0,561.0,479.0,805.0,561.0
2021-02-10,29.67,902.0,569.0,500.0,806.0,569.0
2021-02-17,29.72,882.0,550.0,499.0,805.0,557.0
2021-02-24,29.76,881.0,549.0,499.0,804.0,549.0
2021-03-03,30.05,873.0,544.0,494.0,796.0,544.0
2021-03-10,30.48,861.0,526.0,487.0,785.0,530.0
2021-03-17,30.52,843.0,526.0,486.0,801.0,529.0
2021-03-24,30.74,836.0,522.0,467.0,795.0,525.0
2021-03-31,31.12,810.0,509.0,461.0,769.0,512.0
2021-04-07,31.07,811.0,504.0,451.0,770.0,504.0
2021-04-21,31.08,811.0,487.0,444.0,737.0,487.0
2021-04-28,31.15,809.0,493.0,443.0,735.0,496.0
2021-05-05,30.95,798.0,502.0,453.0,724.0,505.0
2021-05-12,30.94,781.0,496.0,446.0,724.0,499.0
2021-05-19,31.18,776.0,486.0,443.0,719.0,489.0
2021-05-27,31.08,778.0,487.0,444.0,721.0,491.0
2021-06-02,30.9,782.0,490.0,431.0,725.0,493.0
2021-06-09,30.92,782.0,483.0,431.0,725.0,487.0
2021-06-16,30.91,766.0,474.0,415.0,693.0,477.0
2021-06-23,31.55,734.0,447.0,406.0,679.0,455.0
2021-06-30,31.83,712.0,434.0,403.0,673.0,450.0
2021-07-07,32.05,707.0,431.0,400.0,668.0,447.0
2021-07-14,32.38,684.0,421.0,396.0,661.0,436.0
2021-07-21,32.57,664.0,403.0,375.0,626.0,415.0
2021-07-29,32.6,664.0,402.0,360.0,625.0,415.0
2021-08-04,32.83,659.0,400.0,357.0,591.0,406.0
2021-08-11,33.13,653.0,396.0,354.0,585.0,402.0
2021-08-18,32.91,658.0,405.0,356.0,589.0,411.0
2021-08-25,32.6,695.0,409.0,360.0,595.0,415.0
2021-09-01,32.13,721.0,408.0,365.0,603.0,415.0
2021-09-08,32.5,713.0,404.0,361.0,596.0,410.0
2021-09-15,32.62,710.0,399.0,359.0,594.0,402.0
2021-09-22,33.2,698.0,392.0,359.0,584.0,398.0
2021-09-29,33.65,689.0,396.0,363.0,576.0,399.0
2021-10-06,33.63,689.0,396.0,364.0,577.0,405.0
2021-10-14,32.96,703.0,404.0,371.0,588.0,407.0
2021-10-20,33.13,700.0,402.0,378.0,585.0,405.0
2021-10-27,33.02,702.0,403.0,373.0,587.0,406.0
2021-11-03,33.11,669.0,396.0,372.0,601.0,399.0
2021-11-10,32.54,665.0,397.0,379.0,626.0,400.0
2021-11-17,32.59,664.0,403.0,378.0,626.0,406.0
2021-11-24,33.08,669.0,403.0,373.0,616.0,409.0
2021-12-01,33.46,662.0,398.0,368.0,609.0,404.0
2021-12-08,33.22,667.0,401.0,371.0,614.0,407.0
2021-12-15,33.15,668.0,402.0,372.0,615.0,408.0
2021-12-22,33.52,661.0,397.0,368.0,623.0,403.0
2022-01-05,32.95,687.0,419.0,383.0,680.0,419.0
2022-01-12,33.14,715.0,423.0,387.0,707.0,423.0
2022-01-19,32.95,750.0,426.0,395.0,741.0,426.0
2022-01-26,32.7,756.0,438.0,404.0,747.0,438.0
2022-02-09,32.61,758.0,430.0,402.0,718.0,427.0
2022-02-17,32.0,787.0,432.0,410.0,716.0,435.0
2022-02-23,32.16,784.0,420.0,399.0,697.0,423.0
2022-03-02,32.28,781.0,419.0,397.0,663.0,422.0
2022-03-09,32.93,766.0,420.0,405.0,681.0,420.0
2022-03-16,33.21,759.0,422.0,413.0,675.0,431.0
2022-03-23,33.28,788.0,421.0,412.0,674.0,430.0
2022-03-30,33.15,807.0,426.0,423.0,676.0,441.0
2022-04-07,33.23,820.0,431.0,425.0,644.0,440.0
2022-04-20,33.54,827.0,427.0,421.0,653.0,436.0
2022-04-27,34.08,845.0,435.0,415.0,658.0,450.0
2022-05-05,33.87,880.0,468.0,417.0,692.0,477.0
2022-05-11,34.41,911.0,461.0,431.0,710.0,476.0
2022-05-18,34.4,940.0,461.0,446.0,710.0,476.0
2022-05-25,33.94,999.0,467.0,452.0,690.0,482.0
2022-06-01,34.12,963.0,465.0,449.0,672.0,480.0
2022-06-08,34.24,930.0,463.0,448.0,670.0,478.0
2022-06-15,34.79,885.0,441.0,426.0,644.0,456.0
2022-06-22,35.18,876.0,427.0,410.0,637.0,444.0
2022-06-29,34.8,885.0,426.0,406.0,629.0,443.0
2022-07-06,35.77,862.0,429.0,401.0,612.0,443.0
2022-07-12,36.05,855.0,420.0,395.0,608.0,434.0
2022-07-20,36.4,847.0,410.0,391.0,602.0,416.0
2022-07-27,36.61,842.0,411.0,386.0,612.0,419.0
2022-08-03,35.94,858.0,421.0,393.0,623.0,432.0
2022-08-10,35.2,882.0,439.0,397.0,670.0,445.0
2022-08-17,35.14,884.0,434.0,392.0,641.0,446.0
2022-08-24,35.9,865.0,431.0,383.0,628.0,439.0
2022-08-31,36.13,860.0,428.0,381.0,596.0,436.0
2022-09-07,36.55,864.0,431.0,382.0,589.0,440.0
2022-09-14,36.4,881.0,444.0,397.0,605.0,462.0
2022-09-21,36.91,897.0,446.0,392.0,611.0,461.0
2022-09-28,37.83,875.0,435.0,383.0,622.0,443.0
2022-10-05,37.02,895.0,439.0,391.0,636.0,450.0
2022-10-15,37.91,873.0,429.0,382.0,648.0,434.0
2022-10-19,37.92,873.0,429.0,382.0,675.0,434.0
2022-10-26,37.76,876.0,426.0,383.0,678.0,431.0
2022-11-02,37.39,885.0,427.0,387.0,684.0,435.0
2022-11-09,36.61,904.0,433.0,395.0,712.0,444.0
2022-11-23,35.92,865.0,442.0,403.0,698.0,453.0
2022-11-30,35.1,856.0,456.0,412.0,728.0,464.0
2022-12-07,34.8,834.0,460.0,415.0,735.0,468.0
2022-12-14,34.36,845.0,465.0,421.0,744.0,474.0
2022-12-21,34.54,840.0,477.0,424.0,740.0,486.0
2023-01-11,33.23,873.0,511.0,475.0,770.0,517.0
2023-01-18,32.85,883.0,523.0,471.0,794.0,523.0
2023-02-01,32.65,888.0,511.0,465.0,799.0,517.0
2023-02-08,33.24,873.0,502.0,450.0,770.0,508.0
2023-02-15,33.89,842.0,481.0,441.0,754.0,487.0
2023-02-22,34.37,829.0,474.0,435.0,744.0,480.0
2023-03-01,34.68,822.0,470.0,431.0,737.0,481.0
2023-03-08,34.9,817.0,467.0,434.0,733.0,478.0
2023-03-15,34.24,832.0,476.0,443.0,732.0,482.0
2023-03-22,34.14,835.0,477.0,438.0,734.0,483.0
2023-03-29,34.04,837.0,490.0,439.0,736.0,496.0
2023-04-05,33.62,848.0,505.0,451.0,745.0,514.0
2023-04-19,34.15,834.0,498.0,453.0,734.0,506.0
2023-04-26,34.04,853.0,499.0,455.0,736.0,508.0
2023-05-03,33.79,859.0,503.0,449.0,742.0,512.0
2023-05-10,33.36,870.0,509.0,455.0,751.0,518.0
2023-05-17,33.94,855.0,515.0,441.0,738.0,524.0
2023-05-24,34.24,863.0,511.0,437.0,732.0,520.0
2023-06-07,34.47,871.0,507.0,434.0,742.0,516.0
2023-06-14,34.38,874.0,509.0,435.0,759.0,518.0
2023-06-21,34.59,868.0,520.0,438.0,753.0,529.0
2023-06-28,35.15,855.0,518.0,431.0,742.0,521.0
2023-07-05,34.58,869.0,535.0,438.0,754.0,535.0
2023-07-12,34.62,868.0,534.0,438.0,783.0,534.0
2023-07-26,34.13,896.0,572.0,469.0,852.0,572.0
2023-08-09,34.74,938.0,648.0,489.0,911.0,648.0
2023-08-16,35.2,926.0,612.0,483.0,956.0,612.0
2023-08-30,34.85,920.0,646.0,473.0,995.0,646.0
2023-09-06,35.2,911.0,640.0,483.0,985.0,626.0
2023-09-13,35.47,890.0,621.0,479.0,978.0,621.0
2023-09-20,36.0,877.0,612.0,472.0,963.0,612.0
2023-09-27,36.27,870.0,608.0,469.0,955.0,608.0
2023-10-04,36.92,855.0,597.0,461.0,939.0,597.0
2023-10-11,36.2,858.0,595.0,470.0,929.0,600.0
2023-10-18,36.08,861.0,583.0,471.0,877.0,594.0
2023-10-25,35.89,837.0,586.0,474.0,853.0,583.0
2023-11-01,36.03,862.0,584.0,472.0,822.0,581.0
2023-11-08,35.23,853.0,583.0,482.0,783.0,580.0
2023-11-15,35.23,824.0,583.0,482.0,783.0,580.0
2023-11-22,34.91,846.0,602.0,493.0,791.0,600.0
2023-11-29,34.43,858.0,640.0,499.0,801.0,637.0
2023-12-06,34.89,847.0,631.0,493.0,791.0,629.0
2023-12-13,35.52,860.0,634.0,484.0,777.0,632.0
2023-12-20,34.65,881.0,650.0,496.0,796.0,647.0
2023-12-27,34.22,893.0,659.0,502.0,806.0,655.0
2024-01-10,34.9,875.0,646.0,493.0,819.0,643.0
2024-01-17,35.3,880.0,668.0,487.0,810.0,650.0
2024-01-22,35.25,881.0,669.0,488.0,811.0,651.0
2024-01-31,35.16,883.0,655.0,489.0,813.0,652.0
2024-02-07,35.25,881.0,639.0,496.0,811.0,639.0
2024-02-14,35.85,866.0,615.0,488.0,798.0,623.0
2024-02-21,35.63,872.0,618.0,491.0,775.0,627.0
2024-02-28,35.71,870.0,625.0,490.0,773.0,625.0
2024-03-13,35.45,862.0,630.0,494.0,779.0,630.0
2024-03-20,35.75,855.0,608.0,484.0,743.0,616.0
2024-03-27,36.18,845.0,601.0,473.0,734.0,604.0
2024-04-03,36.39,839.0,578.0,462.0,759.0,592.0
2024-04-10,36.08,861.0,597.0,471.0,765.0,597.0
2024-04-24,36.63,848.0,602.0,470.0,753.0,602.0
2024-04-30,36.78,858.0,599.0,468.0,750.0,599.0
2024-05-08,36.73,873.0,614.0,474.0,779.0,614.0
2024-05-15,36.28,912.0,649.0,480.0,816.0,635.0
2024-05-23,36.25,913.0,649.0,480.0,817.0,636.0
2024-06-05,36.37,910.0,647.0,470.0,814.0,633.0
2024-06-12,36.48,908.0,645.0,469.0,812.0,632.0
2024-06-19,36.43,909.0,632.0,469.0,813.0,619.0
2024-06-26,36.54,891.0,603.0,468.0,810.0,603.0
2024-07-10,36.17,901.0,590.0,447.0,819.0,590.0
2024-07-17,35.68,913.0,584.0,445.0,830.0,592.0
2024-07-24,35.85,909.0,592.0,442.0,812.0,590.0
2024-07-31,35.45,933.0,593.0,447.0,821.0,596.0
2024-08-07,35.39,935.0,580.0,448.0,836.0,589.0
2024-08-14,34.7,969.0,586.0,458.0,853.0,594.0
2024-08-21,33.99,988.0,589.0,467.0,841.0,598.0
2024-08-28,33.74,1011.0,602.0,474.0,833.0,608.0
2024-09-04,33.97,1034.0,598.0,471.0,842.0,604.0
2024-09-11,33.41,1052.0,578.0,473.0,856.0,587.0
2024-09-19,33.05,1110.0,575.0,478.0,896.0,588.0
